ts,timestamp,latitudeLog,longitudeLog,temp_data,hPa_data,hum_data,lux_data,ox_data,red_data,nh3_data,pm1_data,pm25_data,pm10_data
1637318789,19/11/2021 10:46,52.07885833,5.124696667,23.99614114,1029.674046,48.56740322,2183.30245,6.285136502,410.6666667,84,185,362,443
1637318792,19/11/2021 10:46,52.07885833,5.124696667,23.99534129,1029.672968,48.64084331,2186.4381,6.285136502,410.6666667,84,184,361,441
1637318795,19/11/2021 10:46,52.07885833,5.124696667,23.97507477,1029.679399,48.66869723,2170.57725,6.285136502,410.6666667,83.68253968,185,360,436
1637318797,19/11/2021 10:46,52.07885833,5.124696667,23.93362895,1029.713258,48.7983996,2184.8522,6.285136502,410.6666667,84,187,354,434
1637318800,19/11/2021 10:46,52.07886,5.124696667,23.91273478,1029.730795,48.84338864,1,6.285136502,410.6666667,83.68253968,184,348,419
1637318803,19/11/2021 10:46,52.07886,5.124696667,23.87454389,1029.727854,48.86582182,2165.10075,6.285136502,410.6666667,83.68253968,182,342,415
1637318805,19/11/2021 10:46,52.07886167,5.124693333,23.88898743,1029.730115,48.87190683,2160.82225,6.285136502,410.6666667,83.68253968,179,336,413
1637318808,19/11/2021 10:46,52.07886167,5.124693333,23.94544706,1029.735726,48.79905877,2154.22005,6.285136502,410.6666667,83.36651584,177,333,398
1637318810,19/11/2021 10:46,52.07886,5.124693333,23.97810197,1029.712976,48.6467904,2144.7408,6.285136502,410.6666667,84,175,335,399
1637318813,19/11/2021 10:46,52.07886,5.124693333,23.9883778,1029.707404,48.64130074,2141.12595,6.285136502,410.6666667,84.31890661,175,334,404
1637318816,19/11/2021 10:46,52.07886167,5.124693333,24.00356195,1029.709275,48.70338699,2143.08075,6.285136502,410.6666667,84.63926941,174,328,397
1637318818,19/11/2021 10:46,52.07886167,5.124693333,23.97827231,1029.703014,48.69740753,2135.74075,6.348178138,410.6666667,84.31890661,175,330,406
1637318821,19/11/2021 10:47,52.07886,5.124693333,23.93557116,1029.715928,48.70260643,2129.9315,6.348178138,410.6666667,84,173,330,412
1637318823,19/11/2021 10:47,52.07886,5.124693333,23.91227929,1029.71266,48.77591884,2129.98665,6.348178138,410.6666667,84.31890661,171,333,417
1637318826,19/11/2021 10:47,52.07886,5.124693333,23.88596207,1029.720424,48.85498745,2128.4559,6.348178138,407.1578947,84,173,338,421
1637318829,19/11/2021 10:47,52.07886,5.124693333,23.83681031,1029.723766,48.88289085,2124.36185,6.348178138,407.1578947,84,175,348,440
1637318832,19/11/2021 10:47,52.07886,5.124695,23.83909323,1029.706504,48.93933948,2117.8148,6.348178138,410.6666667,84.31890661,185,360,441
1637318834,19/11/2021 10:47,52.07886,5.124695,23.86683793,1029.700801,48.91716805,2117.2063,6.348178138,407.1578947,84,187,366,444
1637318837,19/11/2021 10:47,52.07886,5.124695,23.88624721,1029.679443,48.90588282,2117.2063,6.348178138,407.1578947,83.68253968,191,374,444
1637318840,19/11/2021 10:47,52.07886167,5.124621667,23.90057597,1029.685083,48.8776407,2120.93145,6.348178138,410.6666667,83.68253968,190,368,445
1637318842,19/11/2021 10:47,52.07886167,5.124621667,23.93100351,1029.6782,48.85536307,2126.3718,6.348178138,414.2290076,84.31890661,190,370,444
1637318845,19/11/2021 10:47,52.07886167,5.124621667,23.94573219,1029.661928,48.81025914,2129.48845,6.411347518,414.2290076,84.63926941,191,375,455
1637318848,19/11/2021 10:47,52.07886167,5.124621667,23.93751153,1029.670528,48.78175174,2129.72805,6.411347518,410.6666667,84.9610984,191,373,449
1637318850,19/11/2021 10:47,52.07886167,5.124621667,23.92832069,1029.688011,48.83844871,2125.8736,6.411347518,410.6666667,84.31890661,190,371,444
1637318853,19/11/2021 10:47,52.07886167,5.124621667,23.9235253,1029.693028,48.84970415,2133.50835,6.411347518,410.6666667,84,189,374,450
1637318856,19/11/2021 10:47,52.07886167,5.124621667,23.90674146,1029.701086,48.87775369,2138.2109,6.411347518,410.6666667,84,188,367,444
1637318858,19/11/2021 10:47,52.07886167,5.124623333,23.88424944,1029.717897,48.9740484,2130.68645,6.411347518,410.6666667,84.31890661,186,363,436
1637318861,19/11/2021 10:47,52.07886167,5.124623333,23.88830237,1029.706653,49.04202252,2132.6964,6.411347518,414.2290076,84.63926941,184,361,427
1637318864,19/11/2021 10:47,52.07886333,5.124623333,23.87808395,1029.705348,48.95125054,2137.9523,6.411347518,410.6666667,84.63926941,178,341,385
1637318866,19/11/2021 10:47,52.07886333,5.124623333,23.9089688,1029.704225,48.94062917,2137.39895,6.411347518,414.2290076,84.9610984,161,306,363
1637318869,19/11/2021 10:47,52.07886167,5.124623333,23.93905383,1029.710653,48.88998813,2144.00115,6.411347518,410.6666667,85.6091954,157,303,361
1637318872,19/11/2021 10:47,52.07886167,5.124623333,23.95823537,1029.695764,48.78824278,2141.1241,6.411347518,410.6666667,85.6091954,162,319,380
1637318875,19/11/2021 10:47,52.07886167,5.124621667,23.94590438,1029.684485,48.77100334,2139.59335,6.411347518,407.1578947,85.28440367,163,327,393
1637318877,19/11/2021 10:47,52.07886167,5.124621667,23.91747459,1029.689186,48.79317574,2128.34375,6.47464503,407.1578947,84.63926941,167,334,403
1637318880,19/11/2021 10:47,52.07886167,5.12462,23.92152753,1029.679669,48.85548824,2133.2859,6.47464503,410.6666667,84.63926941,170,344,416
1637318882,19/11/2021 10:48,52.07886167,5.12462,23.90953907,1029.691347,48.82124085,2130.03995,6.47464503,410.6666667,84.9610984,174,347,419
1637318885,19/11/2021 10:48,52.07886167,5.12462,23.87528634,1029.690907,48.89433948,2130.64845,6.47464503,407.1578947,84.63926941,179,351,420
1637318888,19/11/2021 10:48,52.07886167,5.12462,23.86466799,1029.692514,48.95085164,2125.13395,6.47464503,410.6666667,84.9610984,179,357,423
1637318890,19/11/2021 10:48,52.07886167,5.12462,23.85330721,1029.686165,48.99585386,2130.6656,6.47464503,407.1578947,84.63926941,182,359,433
1637318893,19/11/2021 10:48,52.07886167,5.12462,23.88025208,1029.682831,48.95068697,2049.553,6.47464503,407.1578947,84.31890661,183,361,428
1637318896,19/11/2021 10:48,52.07886167,5.12462,23.86289797,1029.681316,48.95633852,2079.50435,6.47464503,417.8461538,85.28440367,185,360,432
1637318898,19/11/2021 10:48,52.07886167,5.12462,23.92249772,1029.674241,48.86102822,2087.45285,6.538071066,417.8461538,86.26327945,186,361,436
1637318901,19/11/2021 10:48,52.07886167,5.12462,23.98860553,1029.664659,48.79984174,2095.2169,6.538071066,414.2290076,86.92343387,188,360,438
1637318903,19/11/2021 10:48,52.07886167,5.12462,24.01412479,1029.662412,48.76103789,2094.90315,6.538071066,414.2290076,86.92343387,188,362,439
1637318906,19/11/2021 10:48,52.07886167,5.124618333,24.04472458,1029.659063,48.7278428,2151.41345,6.538071066,414.2290076,86.92343387,188,363,445
1637318909,19/11/2021 10:48,52.07886167,5.124618333,24.07714993,1029.653436,48.68841541,2150.1413,6.538071066,414.2290076,86.92343387,188,363,447
1637318911,19/11/2021 10:48,52.07886167,5.124618333,24.10084178,1029.669315,48.609545,2167.2933,6.538071066,414.2290076,86.92343387,188,362,446
1637318914,19/11/2021 10:48,52.07886167,5.124618333,24.11905318,1029.663289,48.52489124,2166.99855,6.538071066,414.2290076,86.92343387,188,357,445
1637318916,19/11/2021 10:48,52.07886167,5.124618333,24.12339123,1029.68362,48.54170515,2170.4841,6.538071066,414.2290076,86.59259259,187,350,432
1637318919,19/11/2021 10:48,52.07886167,5.124618333,24.10175454,1029.674227,48.58090162,2160.3222,6.601626016,414.2290076,86.26327945,183,347,436
1637318922,19/11/2021 10:48,52.07886333,5.124616667,24.07092702,1029.682319,48.60305296,2139.66565,6.601626016,414.2290076,85.93548387,186,350,419
1637318924,19/11/2021 10:48,52.07886333,5.124616667,24.04038462,1029.668424,48.66477382,2143.4098,6.601626016,410.6666667,85.93548387,180,338,410
1637318927,19/11/2021 10:48,52.07886333,5.124615,23.99916649,1029.683741,48.78854058,2161.96325,6.601626016,410.6666667,85.6091954,177,337,406
1637318930,19/11/2021 10:48,52.07886333,5.124615,23.97855744,1029.686213,48.86175448,2137.47125,6.601626016,410.6666667,85.6091954,176,338,407
1637318932,19/11/2021 10:48,52.07886333,5.124615,23.93882425,1029.688058,48.98012566,2101.76395,6.601626016,414.2290076,85.93548387,175,336,400
1637318935,19/11/2021 10:48,52.07886333,5.124615,23.88162219,1029.696941,49.08113328,2059.1597,6.601626016,414.2290076,86.26327945,174,333,394
1637318937,19/11/2021 10:48,52.07886333,5.124615,23.80118571,1029.693939,49.22718097,2146.8745,6.601626016,414.2290076,86.59259259,172,334,395
1637318940,19/11/2021 10:49,52.07886333,5.124615,23.75437429,1029.692135,49.27194997,2175.5727,6.601626016,414.2290076,86.92343387,171,332,398
1637318943,19/11/2021 10:49,52.07886333,5.124615,23.70956066,1029.695046,49.28258316,2170.39095,6.601626016,414.2290076,87.25581395,172,335,404
1637318945,19/11/2021 10:49,52.07886333,5.124615,23.68489874,1029.696646,49.36146149,2164.8213,6.601626016,410.6666667,86.92343387,173,341,411
1637318948,19/11/2021 10:49,52.07886333,5.124616667,23.6602942,1029.706919,49.40081676,2136.8799,6.665310275,410.6666667,86.59259259,172,344,419
1637318951,19/11/2021 10:49,52.07886333,5.124616667,23.6409406,1029.706111,49.53597233,2157.77605,6.665310275,410.6666667,86.26327945,176,351,427
1637318953,19/11/2021 10:49,52.078865,5.124613333,23.61005587,1029.703739,49.67685979,2164.2128,6.665310275,410.6666667,85.93548387,177,353,431
1637318956,19/11/2021 10:49,52.078865,5.124613333,23.57169293,1029.692016,49.7950695,2157.8502,6.665310275,410.6666667,84.9610984,178,355,438
1637318958,19/11/2021 10:49,52.078865,5.124615,23.52779224,1029.706676,49.97528603,2144.70095,6.665310275,410.6666667,84.9610984,180,350,417
1637318961,19/11/2021 10:49,52.078865,5.124615,23.4927399,1029.708527,50.11015658,2151.54275,6.665310275,414.2290076,85.28440367,174,330,376
1637318964,19/11/2021 10:49,52.078865,5.124613333,23.45506207,1029.709878,50.31890556,2158.88275,6.665310275,410.6666667,84.9610984,158,296,335
1637318967,19/11/2021 10:49,52.078865,5.124613333,23.42828773,1029.699736,50.45971966,2153.86645,6.665310275,414.2290076,85.28440367,145,269,311
1637318970,19/11/2021 10:49,52.078865,5.124613333,23.404996,1029.682618,50.52715793,2160.22905,6.665310275,410.6666667,84.63926941,142,273,319
1637318972,19/11/2021 10:49,52.078865,5.124613333,23.37873623,1029.67141,50.57223553,2159.5654,6.665310275,414.2290076,84.9610984,145,278,321
1637318975,19/11/2021 10:49,52.078865,5.124611667,23.35179142,1029.679898,50.59464862,2174.8539,6.665310275,410.6666667,84.63926941,146,276,317
1637318977,19/11/2021 10:49,52.078865,5.124611667,23.34008821,1029.695444,50.63384022,2185.2554,6.665310275,407.1578947,84,147,277,324
1637318980,19/11/2021 10:49,52.07886667,5.12461,23.32358966,1029.693556,50.71254859,2188.9254,6.665310275,407.1578947,83.36651584,148,276,323
1637318983,19/11/2021 10:49,52.07886667,5.12461,23.27911874,1029.688281,50.81928685,2188.50135,6.665310275,407.1578947,83.36651584,151,276,328
1637318985,19/11/2021 10:49,52.07886833,5.12461,23.2667305,1029.697631,50.87542414,2189.23915,6.665310275,407.1578947,83.05191874,151,278,330
1637318988,19/11/2021 10:49,52.07886833,5.12461,23.26661584,1029.695793,50.93164934,2196.0258,6.665310275,407.1578947,83.05191874,151,277,332
1637318990,19/11/2021 10:49,52.07886833,5.12461,23.24275376,1029.68467,50.94279677,2191.32325,6.665310275,410.6666667,83.05191874,150,277,339
1637318993,19/11/2021 10:49,52.07886833,5.12461,23.1977698,1029.692348,51.00476943,2195.7862,6.665310275,410.6666667,83.36651584,150,276,339
1637318996,19/11/2021 10:49,52.07886833,5.124608333,23.19154703,1029.696992,51.06669025,2192.4851,6.665310275,407.1578947,82.73873874,150,274,348
1637318998,19/11/2021 10:49,52.07886833,5.124608333,23.16625752,1029.69759,51.10024804,2186.9896,6.665310275,410.6666667,82.73873874,149,277,351
1637319001,19/11/2021 10:50,52.07887,5.124608333,23.11682075,1029.693518,51.09420013,2200.50775,6.665310275,410.6666667,83.05191874,151,282,364
1637319004,19/11/2021 10:50,52.07887,5.124608333,23.10551744,1029.692358,51.08827951,2206.8152,6.665310275,410.6666667,83.05191874,151,278,361
1637319006,19/11/2021 10:50,52.07887,5.124608333,23.10540279,1029.707766,50.97472843,2214.5241,6.665310275,410.6666667,83.36651584,149,282,378
1637319009,19/11/2021 10:50,52.07890167,5.124641667,23.10192022,1029.714725,50.95748578,2210.19045,6.665310275,410.6666667,83.68253968,154,291,367
1637319011,19/11/2021 10:50,52.07890333,5.12464,23.11350873,1029.712882,50.96322279,2212.27455,6.665310275,410.6666667,84,152,288,363
1637319014,19/11/2021 10:50,52.07890333,5.12464,23.15786495,1029.716332,50.94104304,2218.8216,6.665310275,410.6666667,84,152,293,366
1637319017,19/11/2021 10:50,52.07890333,5.12464,23.18657969,1029.706991,50.93019491,2222.43645,6.729124236,410.6666667,84,155,298,374
1637319019,19/11/2021 10:50,52.07890333,5.12464,23.21426687,1029.690956,50.88536625,2218.41655,6.729124236,410.6666667,84.31890661,157,300,378
1637319022,19/11/2021 10:50,52.07890333,5.124641667,23.22802519,1029.69571,50.81228897,2228.08025,6.729124236,410.6666667,84.31890661,158,301,371
1637319025,19/11/2021 10:50,52.07890333,5.124641667,23.24891921,1029.707573,50.77880069,2226.25475,6.729124236,410.6666667,84.9610984,161,307,378
1637319027,19/11/2021 10:50,52.07890333,5.124645,23.25925229,1029.705544,50.71129322,2240.93475,6.729124236,410.6666667,84.63926941,163,308,376
1637319030,19/11/2021 10:50,52.07890333,5.124645,23.27398086,1029.706579,50.67765912,2247.18705,6.729124236,410.6666667,84.31890661,164,309,376
1637319032,19/11/2021 10:50,52.07890333,5.124645,23.26107958,1029.699556,50.63811081,2239.47815,6.729124236,410.6666667,84,165,311,376
1637319035,19/11/2021 10:50,52.07890333,5.124645,23.25046131,1029.713216,50.66051728,2244.1997,6.729124236,407.1578947,83.36651584,165,320,389
1637319038,19/11/2021 10:50,52.07890333,5.124646667,23.2370455,1029.715871,50.66569735,2245.546,6.729124236,407.1578947,83.36651584,166,324,395
1637319040,19/11/2021 10:50,52.07890333,5.124646667,23.2329352,1029.718431,50.67692624,2252.1672,6.729124236,407.1578947,83.05191874,169,335,415
1637319043,19/11/2021 10:50,52.07890333,5.124648333,23.23013767,1029.729857,50.688002,2257.3128,6.729124236,407.1578947,83.05191874,175,344,424
1637319046,19/11/2021 10:50,52.07890333,5.124648333,23.22328717,1029.731822,50.69350906,2248.09215,6.729124236,407.1578947,82.73873874,174,352,426
1637319049,19/11/2021 10:50,52.07890333,5.124646667,23.20450564,1029.728225,50.74986986,1,6.729124236,407.1578947,82.42696629,177,356,431
1637319051,19/11/2021 10:50,52.07890333,5.124646667,23.16089178,1029.729298,50.71566581,2264.4512,6.729124236,407.1578947,82.42696629,175,348,422
1637319054,19/11/2021 10:50,52.07890333,5.124648333,23.14302317,1029.740901,50.80563168,2266.9042,6.729124236,407.1578947,82.11659193,175,354,432
1637319057,19/11/2021 10:50,52.07890333,5.124648333,23.13280476,1029.736142,50.83388115,2260.98465,6.729124236,407.1578947,82.42696629,176,350,426
1637319059,19/11/2021 10:50,52.07890333,5.124648333,23.13685773,1029.736975,50.83944717,2250.45385,6.729124236,407.1578947,82.42696629,175,352,429
1637319062,19/11/2021 10:51,52.07890333,5.124648333,23.12686719,1029.736052,50.88996539,1,6.729124236,407.1578947,82.42696629,176,351,426
1637319064,19/11/2021 10:51,52.07890333,5.124648333,23.12989258,1029.725017,50.9577526,1,6.729124236,407.1578947,82.73873874,174,350,434
1637319067,19/11/2021 10:51,52.07890333,5.124648333,23.10631571,1029.721239,50.95739945,2229.07295,6.729124236,407.1578947,82.73873874,174,349,425
1637319070,19/11/2021 10:51,52.078905,5.124648333,23.06943772,1029.72885,50.98521936,2276.06785,6.729124236,407.1578947,83.05191874,175,345,418
1637319072,19/11/2021 10:51,52.078905,5.124648333,23.06190218,1029.714275,51.00202036,2248.9764,6.729124236,410.6666667,83.68253968,173,344,428
1637319075,19/11/2021 10:51,52.078905,5.124648333,23.0958121,1029.729835,51.02543435,2250.67445,6.729124236,410.6666667,84.31890661,182,356,410
1637319078,19/11/2021 10:51,52.078905,5.124648333,23.10951308,1029.719009,51.07667682,2268.6764,6.729124236,407.1578947,83.68253968,181,355,415
1637319080,19/11/2021 10:51,52.078905,5.124651667,23.10540279,1029.709491,51.04263092,2259.8988,6.729124236,407.1578947,83.05191874,184,351,425
1637319083,19/11/2021 10:51,52.078905,5.124651667,23.11527868,1029.713745,51.04267045,2273.1222,6.729124236,407.1578947,82.73873874,186,361,421
1637319086,19/11/2021 10:51,52.07890667,5.124651667,23.12309942,1029.735666,51.06529647,2265.35815,6.729124236,407.1578947,82.42696629,186,363,421
1637319089,19/11/2021 10:51,52.07890667,5.124651667,23.11248116,1029.732066,51.03110065,2253.6845,6.729124236,410.6666667,82.73873874,179,361,424
1637319091,19/11/2021 10:51,52.07890667,5.124655,23.17059569,1029.719573,50.86795259,2255.71345,6.729124236,410.6666667,83.05191874,180,367,434
1637319094,19/11/2021 10:51,52.07890667,5.124655,23.18058623,1029.715318,50.81743013,2228.89775,6.729124236,410.6666667,83.68253968,181,368,428
1637319097,19/11/2021 10:51,52.078905,5.124658333,23.20650346,1029.717398,50.69879392,2221.75935,6.793068298,410.6666667,84.31890661,181,367,431
1637319099,19/11/2021 10:51,52.078905,5.124658333,23.23230748,1029.724378,50.67709422,2205.5296,6.793068298,410.6666667,84.9610984,181,363,428
1637319102,19/11/2021 10:51,52.078905,5.12466,23.28374358,1029.707097,50.65577811,2238.82005,6.793068298,410.6666667,84.31890661,181,368,432
1637319104,19/11/2021 10:51,52.078905,5.12466,23.28357307,1029.701578,50.52610586,2216.21055,6.793068298,410.6666667,84,181,374,441
1637319107,19/11/2021 10:51,52.078905,5.12466,23.27466741,1029.705689,50.46929569,2219.99085,6.793068298,410.6666667,84.31890661,181,376,441
1637319110,19/11/2021 10:51,52.078905,5.12466,23.24429735,1029.702217,50.50295699,2193.22845,6.793068298,410.6666667,84.9610984,183,376,453
1637319112,19/11/2021 10:51,52.078905,5.124661667,23.26958687,1029.705062,50.50899364,2213.47995,6.793068298,407.1578947,84.63926941,184,383,462
1637319115,19/11/2021 10:51,52.078905,5.124661667,23.31776825,1029.703761,50.44174855,2211.50615,6.793068298,407.1578947,84.31890661,187,382,467
1637319118,19/11/2021 10:51,52.07890333,5.124663333,23.38267605,1029.716819,50.36335276,2213.0369,6.793068298,410.6666667,84.31890661,188,381,460
1637319120,19/11/2021 10:52,52.07890333,5.124663333,23.3868437,1029.712583,50.27301418,2221.77835,6.793068298,407.1578947,83.68253968,190,381,463
1637319123,19/11/2021 10:52,52.07890333,5.124671667,23.38787128,1029.712374,50.31833893,2241.2179,6.793068298,410.6666667,83.68253968,191,379,456
1637319125,19/11/2021 10:52,52.07890333,5.124671667,23.36640686,1029.722049,50.35786753,2237.2703,6.793068298,410.6666667,84,189,379,460
1637319128,19/11/2021 10:52,52.07890333,5.124675,23.33700702,1029.72177,50.40837086,2241.53165,6.793068298,410.6666667,84,189,374,459
1637319131,19/11/2021 10:52,52.07890333,5.124675,23.32644608,1029.714779,50.44795489,2263.2569,6.793068298,407.1578947,84,187,362,446
1637319133,19/11/2021 10:52,52.07890167,5.124676667,23.34597003,1029.714257,50.45404227,2265.52545,6.793068298,407.1578947,84,184,361,452
1637319136,19/11/2021 10:52,52.07890167,5.124676667,23.40893739,1029.700216,50.37028718,2256.0462,6.793068298,407.1578947,84,185,354,432
1637319138,19/11/2021 10:52,52.07890167,5.12468,23.47738519,1029.706331,50.19033587,2250.0525,6.793068298,407.1578947,84,185,346,419
1637319141,19/11/2021 10:52,52.07890167,5.12468,23.5098678,1029.704244,50.13420503,2260.87805,6.793068298,407.1578947,83.68253968,185,348,417
1637319144,19/11/2021 10:52,52.07890167,5.12468,23.48366537,1029.712074,50.0775223,2263.20175,6.793068298,407.1578947,83.68253968,183,344,414
1637319146,19/11/2021 10:52,52.07890167,5.12468,23.49199909,1029.724517,50.09967052,2249.01995,6.793068298,407.1578947,83.68253968,181,343,413
1637319149,19/11/2021 10:52,52.07890167,5.124681667,23.48457823,1029.725576,50.12251542,2256.0462,6.793068298,407.1578947,83.36651584,180,342,415
1637319152,19/11/2021 10:52,52.07890167,5.124681667,23.52533883,1029.721858,50.06105795,2252.56065,6.793068298,407.1578947,83.36651584,179,340,416
1637319154,19/11/2021 10:52,52.07890333,5.12468,23.53304649,1029.729666,49.99374503,2249.49915,6.793068298,407.1578947,82.73873874,180,337,412
1637319157,19/11/2021 10:52,52.07890333,5.12468,23.56684186,1029.734727,49.94311546,2244.538,6.793068298,407.1578947,82.42696629,179,338,409
1637319159,19/11/2021 10:52,52.07890333,5.124678333,23.55565322,1029.73713,49.86389828,2238.48915,6.793068298,407.1578947,83.05191874,179,336,410
1637319162,19/11/2021 10:52,52.07890333,5.124678333,23.56244638,1029.728203,49.89786602,2242.50905,6.793068298,403.7014925,82.73873874,180,344,412
1637319165,19/11/2021 10:52,52.07890333,5.124676667,23.55628091,1029.741547,49.89207349,2233.32455,6.793068298,403.7014925,81.80760626,179,342,413
1637319167,19/11/2021 10:52,52.07890333,5.124676667,23.5569086,1029.749417,49.90325031,2228.41855,6.793068298,403.7014925,81.19376392,178,334,403
1637319170,19/11/2021 10:52,52.078905,5.124673333,23.53464439,1029.752815,49.908458,2230.0406,6.793068298,403.7014925,81.19376392,178,337,408
1637319173,19/11/2021 10:52,52.078905,5.124673333,23.51283745,1029.743001,49.95933374,2236.84625,6.793068298,403.7014925,81.19376392,180,337,407
1637319175,19/11/2021 10:52,52.078905,5.124673333,23.49205808,1029.736431,49.93658037,2247.37705,6.793068298,403.7014925,81.80760626,180,337,405
1637319178,19/11/2021 10:52,52.07893667,5.124671667,23.49137302,1029.723336,49.91390485,2251.54525,6.793068298,407.1578947,82.11659193,180,337,402
1637319180,19/11/2021 10:53,52.07893667,5.124671667,23.49845135,1029.713142,49.92504487,2264.3256,6.857142857,407.1578947,82.42696629,179,337,400
1637319183,19/11/2021 10:53,52.07893667,5.124671667,23.4833802,1029.713342,49.97005426,2272.0345,6.857142857,407.1578947,82.42696629,177,334,402
1637319186,19/11/2021 10:53,52.07893667,5.124671667,23.4840079,1029.703949,49.96423322,2281.219,6.857142857,407.1578947,82.73873874,176,335,409
1637319188,19/11/2021 10:53,52.07893667,5.124671667,23.48868855,1029.704025,49.96965679,2297.54005,6.857142857,407.1578947,83.05191874,177,335,405
1637319191,19/11/2021 10:53,52.07893833,5.12467,23.48280825,1029.724726,50.00335312,2305.85745,6.857142857,407.1578947,83.05191874,174,334,403
1637319194,19/11/2021 10:53,52.07893833,5.12467,23.44895554,1029.712706,50.06512475,2332.58,6.857142857,407.1578947,82.73873874,174,338,415
1637319196,19/11/2021 10:53,52.07894,5.124668333,23.43833725,1029.719474,50.08189442,2357.4029,6.857142857,403.7014925,82.73873874,176,339,410
1637319199,19/11/2021 10:53,52.07894,5.124668333,23.44792797,1029.71119,50.12740804,2379.1833,6.857142857,407.1578947,82.73873874,175,339,408
1637319201,19/11/2021 10:53,52.07894167,5.124666667,23.46197153,1029.711202,50.05973294,2407.49175,6.857142857,407.1578947,83.05191874,175,338,406
1637319204,19/11/2021 10:53,52.07894167,5.124666667,23.45757605,1029.709858,50.07114043,2421.7477,6.857142857,403.7014925,82.73873874,175,343,410
1637319207,19/11/2021 10:53,52.07894333,5.124666667,23.43371395,1029.715998,50.07664684,2442.0525,6.857142857,403.7014925,82.42696629,176,346,416
1637319209,19/11/2021 10:53,52.07894333,5.124666667,23.40123135,1029.705999,50.11578444,2458.4477,6.857142857,403.7014925,81.80760626,178,349,415
1637319212,19/11/2021 10:53,52.078945,5.124666667,23.36931911,1029.693457,50.17157431,2474.78775,6.857142857,403.7014925,81.19376392,179,355,417
1637319214,19/11/2021 10:53,52.078945,5.124666667,23.31736992,1029.690933,50.31805185,2494.041,6.857142857,403.7014925,81.5,181,359,421
1637319217,19/11/2021 10:53,52.07894667,5.124665,23.30640911,1029.688562,50.34612875,2489.70735,6.857142857,403.7014925,81.80760626,183,360,429
1637319220,19/11/2021 10:53,52.07894667,5.124665,23.30264133,1029.674373,50.36303479,2488.1766,6.857142857,403.7014925,81.80760626,183,362,421
1637319222,19/11/2021 10:53,52.07894667,5.124665,23.35008033,1029.682356,50.35786753,2478.144,6.857142857,403.7014925,81.80760626,182,358,429
1637319225,19/11/2021 10:53,52.07894667,5.124665,23.34602737,1029.690148,50.35795619,2464.2018,6.857142857,403.7014925,81.80760626,181,364,443
1637319228,19/11/2021 10:53,52.07894667,5.124661667,23.36406653,1029.706481,50.34666762,2457.8392,6.857142857,403.7014925,81.5,179,352,455
1637319231,19/11/2021 10:53,52.07894667,5.124661667,23.3910687,1029.720478,50.37538829,2437.95845,6.857142857,400.2962963,81.19376392,176,346,443
1637319233,19/11/2021 10:53,52.07894833,5.124661667,23.45295115,1029.727303,50.32540024,2429.4566,6.857142857,403.7014925,81.5,176,346,432
1637319236,19/11/2021 10:53,52.07894833,5.124661667,23.47447292,1029.714223,50.24073035,2425.97105,6.857142857,403.7014925,81.80760626,174,345,422
1637319239,19/11/2021 10:53,52.07894833,5.124658333,23.46864998,1029.703904,50.18396797,2418.26215,6.857142857,403.7014925,82.11659193,173,346,413
1637319241,19/11/2021 10:54,52.07894833,5.124658333,23.46054407,1029.705679,50.20113399,2417.52435,6.857142857,403.7014925,82.11659193,173,347,407
1637319244,19/11/2021 10:54,52.07894833,5.124658333,23.48172332,1029.719709,50.15609699,2410.55325,6.857142857,403.7014925,82.11659193,173,349,406
1637319247,19/11/2021 10:54,52.07894833,5.124658333,23.48001069,1029.715456,50.1220757,2399.17435,6.857142857,403.7014925,81.80760626,175,348,393
1637319249,19/11/2021 10:54,52.07894833,5.124656667,23.46237141,1029.730743,49.98060957,2394.15805,6.921348315,403.7014925,82.11659193,176,353,401
1637319252,19/11/2021 10:54,52.07894833,5.124656667,23.47670014,1029.724307,49.85044917,2394.76655,6.921348315,407.1578947,82.73873874,177,356,406
1637319254,19/11/2021 10:54,52.07894833,5.124655,23.46984962,1029.712472,49.99758888,2390.5432,6.921348315,403.7014925,83.05191874,178,354,415
1637319257,19/11/2021 10:54,52.07894833,5.124655,23.44598752,1029.703078,50.0880615,2374.5169,6.921348315,403.7014925,83.36651584,179,352,413
1637319260,19/11/2021 10:54,52.07895,5.124653333,23.41892798,1029.702843,50.12714104,2363.69135,6.921348315,403.7014925,83.05191874,180,357,422
1637319262,19/11/2021 10:54,52.07895,5.124653333,23.3884432,1029.702729,50.17746985,2344.69485,6.921348315,403.7014925,82.73873874,182,358,428
1637319265,19/11/2021 10:54,52.07895,5.124653333,23.36069862,1029.703204,50.26749046,2326.80505,6.921348315,403.7014925,82.11659193,184,363,443
1637319268,19/11/2021 10:54,52.07895,5.124653333,23.33763473,1029.722728,50.35158437,2351.09545,6.921348315,403.7014925,81.80760626,187,366,449
1637319270,19/11/2021 10:54,52.07895167,5.124651667,23.32650189,1029.713293,50.4244202,2346.94625,6.921348315,403.7014925,82.11659193,190,370,455
1637319273,19/11/2021 10:54,52.07895167,5.124651667,23.30463761,1029.718955,50.48073849,2334.82955,6.921348315,403.7014925,82.11659193,190,372,463
1637319275,19/11/2021 10:54,52.07895,5.124651667,23.31691118,1029.718119,50.53744395,2322.768,6.921348315,403.7014925,82.11659193,191,376,463
1637319278,19/11/2021 10:54,52.07895,5.124651667,23.31622613,1029.720559,50.49213653,2331.04925,6.921348315,403.7014925,82.11659193,191,372,461
